unixtime,temp,oxy
1497856380,11.115288,6.767327
1497856980,10.99801,6.794016
1497857580,10.889579,6.829423
1497858180,10.78098,6.85404
1497858780,10.67221,6.873295
1497859380,10.572353,6.895706
1497859980,10.47235,6.918268
1497860580,10.38131,6.949595
1497861180,10.281023,6.983729
1497861780,10.180586,7.018108
1497862380,10.079997,7.052734
1497862980,9.997582,7.070888
1497863580,9.905889,7.097526
1497864180,9.823256,7.121644
1497864780,9.740516,7.145898
1497865380,9.64846,7.178785
1497865980,9.565495,7.209151
1497866580,9.482424,7.233875
1497867180,9.408491,7.261812
1497867780,9.334471,7.289901
1497868380,9.260365,7.306376
1497868980,9.186171,7.340629
1497869580,9.121179,7.360399
1497870180,9.056119,7.368395
1497870780,8.990991,7.388312
1497871380,8.925794,7.402363
1497871980,8.869856,7.413605
1497872580,8.813866,7.448809
1497873180,8.776512,7.490429
1497873780,8.739134,7.544409
1497874380,8.711086,7.595831
1497874980,8.69238,7.66309
1497875580,8.683025,7.734152
1497876180,8.69238,7.824929
1497876780,8.711086,7.920076
1497877380,8.748481,8.016634
1497877980,8.80453,8.127733
1497878580,8.869856,8.277168
1497879180,8.97237,8.430143
1497879780,9.093304,8.600473
1497880380,9.232552,8.746803
1497880980,9.371492,8.903332
1497881580,9.528588,9.049066
1497882180,9.694504,9.172037
1497882780,9.878356,9.282847
1497883380,10.079997,9.404074
1497883980,10.308389,9.501747
1497884580,10.536005,9.60932
1497885180,10.771922,9.675913
1497885780,11.007038,9.768006
1497886380,11.259366,9.814525
1497886980,11.510809,9.870458
1497887580,11.788191,9.925522
1497888180,12.064549,9.990491
1497888780,12.357646,10.033588
1497889380,12.667319,10.054586
1497889980,12.975811,10.102377
1497890580,13.300695,10.145151
1497891180,13.624357,10.15562
1497891780,13.972944,10.191866
1497892380,14.311557,10.224859
1497892980,14.614426,10.255649
1497893580,14.873297,10.24339
1497894180,15.183087,10.282286
1497894780,15.483416,10.282116
1497895380,15.808577,10.317627
1497895980,16.115793,10.334666
1497896580,16.379722,10.342295
1497897180,16.626131,10.339373
1497897780,16.812756,10.305706
1497898380,17.032987,10.313485
1497898980,17.295128,10.351242
1497899580,17.539942,10.342299
1497900180,17.826479,10.300833
1497900780,18.104118,10.326336
1497901380,18.372925,10.283754
1497901980,18.574276,10.185335
1497902580,18.775421,10.167969
1497903180,18.959631,10.165818
1497903780,19.060042,9.998539
1497904380,19.277447,9.976599
1497904980,19.26073,9.775014
1497905580,19.352655,8.982501
1497906180,19.49465,9.799423
1497906780,19.703323,9.8675
1497907380,19.895158,9.890123
1497907980,19.961852,9.807369
1497908580,19.903495,9.706792
1497909180,19.88682,9.686784
1497909780,19.903495,9.588622
1497910380,19.936843,9.51944
1497910980,19.903495,9.381848
1497911580,19.803427,9.227549
1497912180,19.703323,9.115869
1497912780,19.62822,9.060643
1497913380,19.62822,9.021655
1497913980,19.619874,8.885451
1497914580,19.561444,8.744146
1497915180,19.461247,8.617932
1497915780,19.36101,8.530367
1497916380,19.269089,8.427269
1497916980,19.16877,8.328217
1497917580,19.026577,8.180178
1497918180,18.884292,8.028824
1497918780,18.733532,7.89664
1497919380,18.565891,7.700744
1497919980,18.406498,7.571475
1497920580,18.255371,7.430485
1497921180,18.095711,7.301033
1497921780,17.952734,7.187973
1497922380,17.809638,7.106406
1497922980,17.64956,6.955498
1497923580,17.472446,6.756895
1497924180,17.295128,6.608003
1497924780,17.109141,6.459716
1497925380,16.914444,6.343138
1497925980,16.727958,6.232291
1497926580,16.53272,6.115753
1497927180,16.33719,6.006701
1497927780,16.14988,5.922121
1497928380,15.970817,5.851416
1497928980,15.791487,5.800625
1497929580,15.61188,5.769217
1497930180,15.43199,5.742858
